,Judul,Link,Teks,Media,Kategori Berita,Label
10,"Penonton Menurun, Persija: Mungkin Dampak Pinjol dan Judol",https://sport.detik.com/sepakbola/liga-indonesia/d-7738578/penonton-menurun-persija-mungkin-dampak-pinjol-dan-judol,"Persija Jakarta turut merasakan terjadinya tren penurunan penonton Liga 1. Merespons hal itu, Macan Kemayoran fokus mengemas laga kandang dengan sportainment. Penurunan jumlah kehadiran suporter Liga 1 pernah dibahas PT Liga Indonesia Baru (LIB) pada akhir Oktober 2024. Saat itu Liga 1 2024/2025 sudah berjalan 9 pekan dengan kondisi banyak stadion yang sepi penonton. Direktur Utama PT LIB Ferry Paulus menyebut bahwa hal itu terjadi karena beberapa penyebab; mulai dari renovasi stadion, ekonomi melemah, hingga faktor kenyamanan penonton yang dinilai masih kurang. Persija sebagai klub besar yang kerap mendapat banyak pemasukan dari penonton ternyata turut merasakan situasi ini. Untuk itu Persija meresponsnya dengan mencari formula agar The Jakmania tetap tertarik datang ke stadion. ""Dalam data Liga 1, awalnya penonton terbanyak itu Persebaya. Tetapi dalam satu laga (Persija) melawan PSS, kami nomor satu. Secara akumulasi putaran pertama, Persebaya di atas karena Persija tidak bisa bermain di Jakarta. Dan itu memberi pengaruh terhadap jumlah penonton,"" kata Direktur Persija Mohamad Prapanca dalam acara Ngopi Bareng Persija di Garuda Arena, Sarinah, Jakarta, Jumat (18/1/2025). ""Kami sudah menganalisis masalah suporter yang sepi menonton ke stadion. Kami diskusi dengan The Jakmania. Nah diperkirakan urusan pinjaman online dan judi online mempengaruhi terhadap daya beli tiket dari suporter. Kami akui daya beli tiket Persija menurun,"" ujarnya. Dilanjutkan Prapanca, sekarang ada banyak opsi bagi penikmat bola bisa menyaksikan pertandingan liga lain atau olahraga lain. Untuk tetap menarik suporter datang ke stadion, Persija bertekad untuk memberikan pelayanan terbaik. Persija meyakini pelayanan yang lebih juga harus ditingkatkan saat menggelar laga di Jakarta. Misalnya dari hal sederhana seperti menyediakan penunjuk jalan untuk lokasi parkir, hiburan dua jam sebelum kick off. ""Lalu kami juga memberikan satu giveaway di setiap musim. Untuk urusan hadiah nanti dibicarakan tim marketing. Tujuannya hanya satu, untuk menaikkan jumlah penonton ke stadion. Plus pelayanan dan keamanannya,"" tutur Prapanca. ""Kami setiap musim ada target perihal pendapatan sponsor, tiket, kontribusi hak siar, dan merchandise. Karena itu sekarang yang menjadi perhitungan kami. Jadi andaikan tiket turun, kami ada target. Misalnya dalam satu musim itu ada 17 laga kandang. Kami mau 300 ribu penonton. Itu nantinya akan menjadi bahan evaluasi kami ke depan,"" ucapnya. ""Kami sedang berusaha mengarah sport entertainment. Bisa pergi menonton bersama keluarga, pacar, dan tidak ada ketakutan. Karena terkadang sekarang masih ada ketakutan soal itu,"" katanya lagi. Sementara Manajer Persija Bambang Pamungkas punya cara pandang lain. Ia menilai bahwa Persija juga harus memaksimalkan laga kandang untuk meraup poin sebanyak mungkin. ""Cara memberikan hiburan kepada The Jakmania di stadion, ya performa di lapangan. Kalau kami bisa maksimalkan 9 laga kandang, posisi di papan atas sangat besar. Ini sudah saya diskusikan dengan Pak Panca dan Carlos Pena. Sebenarnya target kami ini 4 besar tapi Pak Panca bilang kalau memang ada peluang juara ya lakukan,"" ucap Bambang Pamungkas. ""Jadi saya mengingatkan The Jakmania ayo hadir. Kita punya 9 laga kandang, kalau kalian datang dan memenuhi stadion, kita bisa berjuang bersama, maka peluang kita berada di papan atas sangat besar, syukur-syukur juara,"" tuturnya.",Detik.com,Sepakbola,Liga Indonesia
11,Bos Persija Ingin Ajak Dialog Warganet yang Minta Rizky Ridho Abroad,https://sport.detik.com/sepakbola/liga-indonesia/d-7738630/bos-persija-ingin-ajak-dialog-warganet-yang-minta-rizky-ridho-abroad,"Direktur Persija Jakarta Mohamad Prapanca ingin berdialog langsung dengan warganet yang meminta Rizky Ridho untuk abroad atau berkarier di luar negeri. Ridho disebut-sebut sebagai salah satu bakat terbaik yang dimiliki Indonesia saat ini. Tidak sedikit yang menyayangkan karier bek binaan Persebaya Surabaya itu masih bermain di Liga 1. Di salah satu platform media sosial ada salah satu warganet yang paling lantang menyarankan Ridho untuk abroad. Sarannya bahkan terbilang nyeleneh, yakni meminta sang pemain untuk putus kontrak saja dengan Persija untuk langsung pindah ke klub luar negeri. ""Saya minta orang-orang yang ingin Rizky Ridho dijual untuk datang ke kantor Persija, karena saya lihat itu robot sepertinya. Memang media sosial ini kan susah dihentikan, karena seenak udel saja itu ngomongnya,"" kata Prapanca dalam acara Ngopi Bareng Persija di Garuda Arena, Sarinah, Jakarta, Jumat (17/1/2025). ""Tapi kalau kami cari, biasanya minta maaf. Tetapi kalau dia peduli masa depan Persija, lalu menyarankan agar Rizky Ridho jam terbangnya dibagusin di internasional, bilang ke saya, kasih saya saran klub mana untuk Ridho, kita diskusi saja ayo,"" ujarnya. Adapun Ridho masih punya sisa kontrak dengan Persija sampai 2026. Pemain berusia 23 tahun itu didatangkan Persija dari Persebaya pada 2023 dengan durasi kontrak tiga tahun. Kini Ridho berstatus pemain penting buat Persija. Ban kapten kini melingkar di tangannya setelah Andritany Ardhiyasa menyerahkan status kepemimpinan klub sebelum Liga 1 2024/25. Atas dasar itu, Persija dipastikan akan mempertahankan Ridho selama tidak ada tawaran yang menguntungkan buat mereka. Selain itu, Persija juga tidak ingin menggali lubang dengan melepas pemain penting di lini pertahanan. ""Saya melihat di kolom komentar akun saya, itu hal yang menurut saya tidak bagus kalau seandainya netizen cuma berani di media sosial saja. Kalau mau begitu, datang bikin surat undangan, kita diskusi. Ayo,"" ucap Prapanca.",Detik.com,Sepakbola,Liga Indonesia
12,7 Data-Fakta Usai Persib Disikat Dewa United,https://sport.detik.com/sepakbola/liga-indonesia/d-7738201/7-data-fakta-usai-persib-disikat-dewa-united,"Persib Bandung menelan kekalahan dari Dewa United di Liga 1. Usai laga itu, berikut sajian data-faktanya. Bertanding di Stadion Bandung Gelora Lautan Api, Jumat (17/1/2025), Persib Kalah 0-2 dari Dewa United. Gol dalam laga itu dicetak oleh Alex dan Septian Bagaskara. Persib memang masih memuncaki klasemen Liga 1 dengan hasil negatif itu. Tim asuhan Bojan Hodak itu mengumpulkan 40 poin. Sementara itu, Dewa United melesat ke posisi empat klasemen Liga 1. Banten Warriors mengumpulkan 31 poin. Sajian data-fakta Persib vs Dewa United bisa dilihat di bawah ini. 1. Dewa United mengukuhkan diri menjadi tim tersubur di Liga 1. Tambahan dua gol ke gawang Persib membuat Dewa United sudah mencetak 34 gol dalam 19 pertandingan Liga 1. 2. Persib akhirnya menelan kekalahan di Liga 1. Sebelumnya, Pangeran Biru melaju 18 laga tak pernah tumbang dengan catatan 11 kali menang dan tujuh kali imbang. 3. Dewa United sudah sembilan pertandingan selalu mencetak gol ke gawang lawan. Terakhir mereka gagal menjebol gawang lawan saat takluk 0-1 dari Borneo FC pada 2 November 2024. 4. Ricky Kambuaya menyumbang dua assist saat Dewa United menang atas Persib. Kini, gelandang Timnas Indonesia itu sudah mengemas tiga assist di Liga 1. 5. Dewa United mencatatkan kemenangan pertama atas Persib Bandung di Liga 1. Sejak promosi ke kasta tertinggi sepakbola Indonesia, sudah ada lima laga sebelumnya. Dewa United mencatatkan tiga hasil imbang dan menelan dua kekalahan dalam laga-laga itu. 6. Dewa United mempunyai tiga sumber gol utama di Liga 1 musim ini. Egy Maulana Vikri dan Alex sudah mencatatkan sembilan gol, Septian Bagaskara sudah mengemas tujuh gol. Selain tiga pemain itu ada juga: Taisei Marukawa (2 gol), Risto Mitrevski (2 gol), Alta Ballah (1 gol), Angelo Meneses (1 gol), Alexis Messidoro (1 gol), Ricky Kambuaya (1 gol). dan Feby Eka (1 gol). 7. Persib kini sudah kebobolan 15 gol di Liga 1. Torehan itu sama dengan PSM Makassar sebagai dua tim dengan jumlah kebobolan paling sedikit hingga pekan ke-19.",Detik.com,Sepakbola,Liga Indonesia
13,CEO Hanoi FC Bantah Dekati STY,https://sport.detik.com/sepakbola/liga-indonesia/d-7738009/ceo-hanoi-fc-bantah-dekati-sty,"Klub Vietnam, Hanoi FC, didesak suporternya untuk segera merekrut Shin Tae-yong, yang baru dipecat Timnas Indonesia. CEO klub membantahnya. STY baru saja dipecat dari kursi pelatih Timnas Indonesia. Pelatih Korea Selatan itu diberhentikan sepihak, dan digantikan PatrickKluivert. Saat ini, Hanoi FC masih dilatih Le Duc Tuan. Sementara klub berjuluk The Purple itu bertengger di peringkat 6 klasemen liga. Terakhir, Hanoi FC kalah adu penalti melawan tim divisi dua, Dongtap FC. Suporter dikabarkan marah, dan mendesak STY segera direkrut. CEO klub, Nguyen Quoc Tuan, kemudian meredam spekulasi itu. Menurut laporan thethao247, klub masih percaya pada pelatih Le Duc Tuan. Media VTC News juga menyebut, sulit agar bisa mendapatkan STY. Sebab, pelatih 54 tahun itu bergaji mahal dan sang pelatih juga disebut ingin rehat di 2025. Selama melatih Indonesia, STY memang belum memberikan gelar, dengan capaian terbaiknya membawa tim Garuda menjadi runner up Piala AFF 2020 dan medali perunggu untuk tim U-23 di SEA Games. Namun, Shin Tae-yong bisa membawa Indonesia lolos ke Piala Asia 2023, bahkan menembus babak gugur. Kemudian, Tim Merah Putih juga masih berpeluang lolos ke Piala Dunia 2026, dengan kini masih bersaing di babak ketiga kualifikasi Zona Asia.",Detik.com,Sepakbola,Liga Indonesia
14,Soccer Brain Dewa United yang Hancurkan Persib Bandung,https://sport.detik.com/sepakbola/liga-indonesia/d-7738106/soccer-brain-dewa-united-yang-hancurkan-persib-bandung,"Persib Bandung akhirnya menelan kekalahan di Liga 1. Soccer brain yang diperagakan Dewa United yang menjinakkan Maung Bandung. Bertanding di Stadion Bandung Lautan Api, Jumat (17/1/2025) malam WIB, Persib menelan kekalahan 0-2 dari Tangsel Warriors. Dalam laga itu, gol dari Alex Martins dan Septian Bagaskara yang menjadi penentu kemenangan Dewa United. Persib didominasi Dewa United dalam laga itu. Situs Lapangbola mencatat penguasaan bola Persib di angka 36 persen, berbanding 64 persen milik Dewa United. Dewa United mendominasi lini tengah, permainan mereka dengan melakukan umpan pendek satu-dua sentuhan. Trio Jaja, Ricky Kambuaya, dan Alexis Messidoro membawa Dewa United menguasai permainan. Secara keseluruhan, Dewa United melepas 509 umpan yang 224 di antaranya sukses mencapai sasaran. Sementara itu Persib melepaskan 329 umpan, sukses 257. Meski tak mencetak gol, Ricky Kambuaya pantas mendapat apresiasi saat tampil untuk Dewa United melawan Persib. Gelandang Timnas Indonesia itu menjadi pencetak assist dua gol kemenangan Dewa United. Asisten pelatih Dewa United, Firman Utina, memberi label permainan timnya sebagai soccer brain untuk bisa menaklukkan Persib. Pelatih Persib, Bojan Hodak, mengakui bahwa serangan balik Dewa United berbahaya hingga timnya menelan kekalahan pertama di Liga 1. ""Seperti yang sudah saya katakan sebelumnya bahwa ini akan menjadi pertandingan yang sulit. Babak pertama berjalan imbang 50-50. Kami punya peluang, tetapi mereka bisa mencetak gol,"" kata Bojan Hodak seperti dikabarkan detikJabar. ""Di babak kedua, mereka bertahan dan menunggu serangan balik yang memang itu sangat berbahaya. Kami memang memiliki beberapa peluang, tetapi kami gagal mencetak gol. Dan pada akhirnya, mereka menghukum kami melalui serangan balik,"" ucapnya menambahkan.",Detik.com,Sepakbola,Liga Indonesia
15,"Persija Upayakan Berkandang di JIS dan SUGBK, di Sisa Putaran Kedua Liga 1",https://sport.detik.com/sepakbola/liga-indonesia/d-7737547/persija-upayakan-berkandang-di-jis-dan-sugbk-di-sisa-putaran-kedua-liga-1,"Persija Jakarta mengupayakan bisa berkandang di Jakarta International Stadium (JIS) dan Stadion Utama Gelora Bung Karno (SUGBK) di putaran kedua Liga 1 2024/25. Ada sembilan laga kandang yang akan dilakoni Persija di sisa musim ini. Persija sempat terusir dari Jakarta pada akhir putaran pertama Liga 1 dengan berkandang di Stadion Pakansari, Kabupaten Bandung. Memasuki putaran kedua Liga 1, Persija masih kesulitan untuk bisa bermain di JIS maupun SUGBK. Baik JIS maupun SUGBK sempat diperbaiki permukaan lapangannya karena terjadi kerusakan. Khusus untuk JIS saat ini kondisinya sudah siap digunakan lagi. Persija pun akan berkandang di JIS saat menjamu Persita Tangerang pada, Minggu (19/1/2025). Hanya saja JIS tidak bisa digunakan sampai akhir musim lantaran sudah dikontrak untuk kegiatan non-olahraga. Sementara pihak pengelola GBK sedang memprioritaskan SUGBK buat Timnas Indonesia. ""Dari awal musim kami berkirim surat ke GBK dan JIS, kemudian JIS memberikan jadwal dengan membalas surat kami, sesuai tanggal yang mereka siap. JIS tidak bisa melayani Persija di putaran kedua. Sebenarnya ada, tetapi tidak bisa untuk big match,"" kata Direktur Persija Mohamad Prapanca, Jumat (17/1). ""Saya lupa antara dua atau tiga minggu, surat kami dianulir oleh GBK terkait jadwal (kandang) Bulan Februari. Karena saat Timnas Indonesia melawan Jepang dan Arab Saudi, ada banyak atensi soal kualitas rumput, terutama dari tim lawan,"" ujarnya menambahkan. Setelah melawan Persita, laga kandang Persija selanjutnya adalah menjamu PSBS Biak, Persib Bandung, PSIS Semarang, Arema FC, Persebaya Surabaya, Semen Padang, Bali United, dan terakhir Malut United. Persija akan berupaya untuk mengupayakan izin bermain di SUGBK untuk laga-laga besar melawan Persib, Persebaya, atau Bali United. Selebihnya Persija legawa untuk memainkan partai kandang usiran lagi. ""Kalau kami, apabila dimungkinkan melawan Persib itu bisa tetap di GBK sejauh situasi dan kondisi lapangan di GBK itu bisa dimainkan. Itu yang sampai hari ini kami komunikasikan,"" tutur Prapanca. ""Kami masih negosiasi dengan pihak GBK sampai detik ini karena JIS sudah pasti 100 persen tak bisa karena sudah ada jadwal dua konser. Semoga saja dengan kebesaran hati pihak GBK, kami bisa main di sana sekali saat melawan Persib,"" ucapnya berharap.",Detik.com,Sepakbola,Liga Indonesia
16,Persija Optimistis Kluivert Bisa Jaga Hubungan Harmonis dengan Klub Liga 1,https://sport.detik.com/sepakbola/liga-indonesia/d-7737578/persija-optimistis-kluivert-bisa-jaga-hubungan-harmonis-dengan-klub-liga-1,"Persija Jakarta optimistis Patrick Kluivert bisa menjaga hubungan harmonis dengan klub-klub Liga 1. Langkah positif sudah dilakukan pelatih Timnas Indonesia. Patrick Kluivert menggelar makan malam bersama para pemilik Liga 1 yang difasilitasi PSSI dan PT Liga Indonesia Baru (LIB) pada, Selasa (14/1/2025). Para klub menyambut hangat Kluivert yang membuka hubungan harmonis antar insan sepakbola Indonesia. Hal ini berbeda dengan masa Timnas Indonesia era Shin Tae-yong yang kerap dikeluhi tidak pernah berkomunikasi dengan klub. Tidak sedikit pelatih-pelatih Liga 1 yang kecewa pemainnya dipanggil Timnas Indonesia tanpa adanya komunikasi antara kedua pihak. ""Dengan standar yang dia miliki, apalagi dia sudah biasa berhubungan dengan pemain bintang di Eropa, saya rasa mereka (tim pelatih) punya standar Eropa yang harus dijalankan,"" kata Direktur Persija Mohamad Prapanca di Jakarta, Jumat (17/1/2025). ""Sekarang dia sudah pulang dan mungkin dia menyusun strategi atau hal lainnya. Saya yakin kalau memang dia memenuhi standar yang ada di sepakbola Eropa, saya yakin kalau dia balik, dia akan komunikasi dengan pelatih klub, biasanya di Eropa begitu,"" ujarnya menambahkan. Mantan Pelatih Persija Thomas Doll dan Pelatih PSM Makassar Bernardo Tavares adalah tokoh-tokoh yang pernah bertikai dengan Shin Tae-yong. Kedua pelatih asal Eropa itu kerap mempertanyakan sikap Shin Tae-yong yang dianggap hanya memedulikan kepentingannya tanpa memikirkan klub ketika pemainnya dipanggil Timnas Indonesia. Kedua pelatih itu mengeluhkan Shin Tae-yong yang dianggap tidak pernah membuka kesempatan dialog terkait pemanggilan pemain. Padahal Pelatih Timnas Indonesia terutama di era Luis Milla punya 'tradisi' menemui klub-klub. Hanya saja Persija mengaku tidak mengetahui fokus pembicaraan klub dan Patrick Kluivert. Prapanca beralasan bahwa Persija berhalangan hadir dalam kesempatan tersebut. ""Saya tidak hadir, jadi saya tidak tahu apa isi diskusinya. Karena kami posisinya di luar kota, lantaran diberitahunya di hari yang sama. Ya ada lah perwakilan dari teman-teman klub lain,"" tutur Prapanca. ""Intinya saya di luar kota, baru diberitahu di hari yang sama, saya tidak bisa balik di hari yang sama,"" ucapnya.",Detik.com,Sepakbola,Liga Indonesia
17,Persibo Kecewa Tak Dapat Keadilan Meski Jadi Korban Kekerasan di Liga 2,https://sport.detik.com/sepakbola/liga-indonesia/d-7736203/persibo-kecewa-tak-dapat-keadilan-meski-jadi-korban-kekerasan-di-liga-2,"Persibo Bojonegoro kecewa berat terhadap keputusan terkait kerusuhan saat melawan Deltras Sidoarjo di Liga 2 2024/25. Mereka merasa tidak ada keadilan dari otoritas sepakbola lokal. Presiden Persibo Deddy Adriyanto Wibowo mengaku putusan Komite Disiplin hingga PT Liga Indonesia Baru (LIB) cuma fokus ke Persibo. Sementara kekerasan yang didapatkan Persibo sama sekali tidak mendapat perhatian. Pemain-pemain Persibo mendapat penyerangan setelah Amir Hamzah mencetak gol penyeimbang 1-1 di injury time lewat quick free-kick (tendangan bebas cepat). Sebelumnya Deltras sudah unggul 1-0 lebih dulu. Deltras melancarkan protes keras karena tendangan bebas cepat itu dianggap tidak sah. Karena emosi tidak terkendali, aksi kekerasan pun dilayangkan ke pemain-pemain Persibo yang beberapa di antaranya terluka parah. Komite Disiplin PSSI kemudian menganulir gol tersebut dengan alasan gol tidak sah. Selain itu, Persibo kecewa tidak ada sorotan terhadap kekerasan yang dialami timnya. Persibo kemudian melakukan banding ke Komite Banding (Komding). Akhirnya PT LIB mengambil alih dan memutuskan untuk tetap membatalkan gol Persibo dan mewajibkan laga dilanjutkan untuk memainkan sisa waktu dengan susunan pemain yang sama dari kedua tim di venue netral pada 18 Januari 2025. Laga juga dilanjutkan dengan skor 1-0 masih untuk keunggulan Deltras. ""Saya selaku Presiden Klub Persibo Bojonegoro menyampaikan kekecewaan atas surat dari PT Liga Indonesia Baru. Hal ini merefleksikan bagaimana sepakbola Indonesia berjalan. Keputusan dari LIB ini akan berdampak besar kepada Sepakbola Indonesia di masa yang akan datang,"" kata Deddy saat memberikan keterangan di Jakarta, Kamis (16/1). ""Kami memang bukan orang lama di dunia sepakbola Indonesia, namun demikian kami memiliki kecintaan dan cita-cita untuk bisa berkontribusi semaksimal mungkin di sepak bola Indonesia. Kami sangat senang bisa menjadi motor penggerak klub Persibo Bojonegoro yang mana klub ini mendapat dukungan penuh dari masyarakat dan suporter yang sangat kami cintai,"" ujarnya menambahkan. Dilanjutkan Deddy, pihaknya selama menjalani kompetisi di Liga 2 ini dengan sikap selalu menghormati dan menjunjung tinggi sportivitas dengan memenuhi seluruh peraturan dan regulasi yang telah ditetapkan baik oleh PSSI maupun FIFA, menghormati semua keputusan wasit yang diberikan kepada tim, begitu pun dengan para suporter yang selalu memeriahkan setiap laga dengan situasi yang kondusif selama pertandingan berlangsung. ""Namun dengan adanya peristiwa ini, sejujurnya kami belum pernah melihat hal seperti ini terjadi sebelumnya di dunia sepak bola. kami sangat kecewa dengan keputusan ini. Belum lagi kami juga menyoroti aksi kekerasan yang terjadi terhadap pemain-pemain Persibo di lapangan pada saat itu. Saat ini kami sungguh tidak mengerti bagaimana sepak bola di Indonesia ini berjalan. Peraturan mana yang harus kami mengerti,"" tutur Deddy. ""Pemain kami dipukuli tanpa ada konsekuensi, skor diubah di luar pertandingan. Apakah hal-hal seperti ini normal di sepak bola Indonesia? Apabila tidak ada perubahan terhadap keputusan ini, maka pemahaman kami akan sepakbola di Indonesia ini akan berbeda yaitu; wasit tidak memiliki keputusan mutlak, skor bisa dianulir di luar pertandingan, dan tidak diperlukan keadilan terhadap kekerasan yang terjadi di lapangan. Kami minta tolong kepada masyarakat Indonesia apabila terdapat kesalahan pemahaman kami karena ini yang kami hadapi saat ini,"" ucapnya. Menurut Deddy, sepak bola Indonesia saat ini sedang dalam masa yang sangat baik. Besar harapan Persibo bahwa hal seperti ini tidak terjadi karena bisa mencoreng nama baik sepakbola Indonesia. Deddy bersama segenap pengurus telah mengorbankan waktu, tenaga dan uang yang tidak sedikit. ""Semua itu kami lakukan hanya karena rasa cinta kita terhadap sepakbola Indonesia pada umumnya, rasa cinta kita terhadap suporter Persibo dan untuk sepak bola Indonesia yang lebih baik. Untuk itu, kami harap LIB dan PSSI bisa meninjau ulang surat keputusan yang telah diterbitkan dengan mempertimbangkan konsekuensi masa depan sepak bola apabila tidak ada perubahan terhadap surat keputusan dari LIB Nomor 065/LI-COR/I/2025 tanggal 15 Januari 2025,"" ujar Deddy. ""Kami mematuhi pedoman tertinggi dalam sebuah kitab tertinggi sebuah kompetisi adalah regulasi, kami patuh dengan regulasi namun keputusan operator liga PT LIB betul-betul di luar dari peraturan regulasi yang kita pedomani sebagai kitab sebuah liga yang menjadi pedoman semua peserta serat perangkat pertandingan serta operator, kami tidak akan menyerah kami akan tuntut keadilan bagi tim kami,"" katanya lagi.",Detik.com,Sepakbola,Liga Indonesia
18,Barito Putera Rekrut Jaime Moreno,https://sport.detik.com/sepakbola/liga-indonesia/d-7736074/barito-putera-rekrut-jaime-moreno,"Jaime Moreno resmi memperkuat PS Barito Putera untuk mengarungi putaran kedua kompetisi Liga 1 musim 2024/2025. Sesi tanda tangan kontrak pemain bernama lengkap Jaime Jose Moreno Ciorciari itu telah dilakukan bersama CEO PS Barito Putera Hasnuryadi Sulaiman di Jakarta, Rabu 15 Januari 2025. Striker yang tampil gemilang di Liga Finlandia bersama SJK Seinajoki tersebut dikontrak oleh tim Laskar Antasari dengan durasi satu setengah musim. Moreno diharapkan menjadi jawaban atas kebutuhan lini serang PS Barito Putera yang memerlukan sosok striker tajam dan bisa meningkatkan daya gedor tim untuk bangkit musim ini. ""Alhamdulillah kami sangat senang menyambut kedatangan Jaime Moreno. Dia adalah striker yang menurut kami cocok dengan nilai-nilai PS Barito Putera,"" kata Hasnuryadi Sulaiman, dalam keterangan persnya. ""Dengan pengalaman bermain di liga kompetitif Eropa dan statistik yang bagus, semoga bisa berkontribusi positif bagi tim,"" sambung Hasnuryadi. Pemain yang akan memakai nomor punggung 9 di PS Barito Putera dikenal sebagai penyerang yang memiliki kemampuan penyelesaian akhir yang baik dan kuat dalam duel udara. Bomber berusia 29 tahun ini memiliki catatan impresif di Liga Finlandia dengan mencetak 12 gol dan 3 assist dari 26 penampilan di musim terakhirnya bersama SJK Seinajoki pada 2024. ""Saya sangat antusias bergabung dengan Barito Putera. Ini adalah tantangan baru dalam karier saya, dan saya siap memberikan yang terbaik untuk tim,"" ungkap Moreno. ""Liga Indonesia adalah kompetisi yang berkembang pesat, dan target saya ingin menjadi bagian dari kesuksesan Barito Putera,"" pungkasnya.",Detik.com,Sepakbola,Liga Indonesia
19,Kapan Indra Sjafri Tentukan Skuad Final Timnas Indonesia U-20?,https://sport.detik.com/sepakbola/liga-indonesia/d-7734195/kapan-indra-sjafri-tentukan-skuad-final-timnas-indonesia-u-20,"Pelatih Timnas Indonesia U-20 Indra Sjafri akan memilih skuad final Piala Asia U-20 2025. Itu dilakukannya pada turnamen Mandiri U-20 Challenge Series 2025 di Sidoarjo. Timnas Indonesia U-20 kini sedang menggelar Pemusatan Latihan (TC) di Jakarta sejak 5 Januari. Sebanyak 34 pemain dipanggil dalam kesempatan ini. Garuda Muda akan terus menggelar persiapan di Jakarta sebelum main di turnamen yang digelar di Sidoarjo. Turnamen tersebut akan berlangsung pada 24 - 30 Januari mendatang. ""Nanti Tanggal 19 Januari kami pindah Ke Surabaya untuk Melakukan uji coba (turnamen) Di Sidoarjo lawan Yordania tanggal 24 Januari, tanggal 27 lawan Suriah, dan tanggal 30 Lawan India,"" kata Indra Sjafri kepada wartawan, Rabu (15/1/2025). ""Uji coba itu adalah persiapan yang terakhir dan setelah itu kami akan menetapkan 23 pemain skuad terbaik yang nanti akan kami berangkatkan. Jadi itu Sekilas gambaran Timnas U-20 menuju ke Piala Asia U-20 di China,"" ujarnya menambahkan. Meski menggelar TC yang cukup panjang, Indra Sjafri menerapkan kebijakan yang cukup fleksibel. Pemain yang dibutuhkan klub akan dikembalikan selama masa kompetisi. Jadi pemain akan datang dan pergi sembari TC tetap berjalan. Sebab kompetisi Liga 1 2024/25 tetap berlangsung selama TC Timnas Indonesia U-20. ""Kami mulai dari TC Januari yaitu kami memanggil 34 pemain. Dari 34 pemain itu Alhamdulillah kami diskusikan dengan pelajar-pelajar di klub bahwa pemain-pemain yang bermain di klub itu akan Kami persilakan untuk bermain di klub,"" tutur Indra Sjafri. ""Dan setelah itu pemain kembali ke Tim Nasional, jadi ada TC yang buka-tutup bagi 8 pemain Tim Nasional U-20 yang sudah bermain reguler di klub,"" ucapnya.",Detik.com,Sepakbola,Liga Indonesia
20,"Rashford Dirumorkan Hijrah ke Barcelona, Hansi Flick Bilang Ini",https://www.detik.com/sumut/sepakbola/d-7738911/rashford-dirumorkan-hijrah-ke-barcelona-hansi-flick-bilang-ini,"Marcus Rashford kabarnya tinggal selangkah lagi menjadi pemain Barcelona. Pelatih Hansi Flick tak mau terlalu banyak menanggapi rumor tersebut dan mengaku puas dengan pemain yang ada. Sejak kedatangan Ruben Amorim ke Manchester United, Rashford mulai terpinggirkan. Terakhir kali pemain didikan akademi MU itu bermain saat The Red Devils menang 2-1 di markas Viktoria Plzen pada lanjutan Liga Europa, 12 Desember silam. Dikutip detikSport, selain Barcelona, AC Milan, Borussia Dortmund juga dikabarkan tertarik memboyong Rashford. Hanya, pemain berpaspor Inggris itu nampaknya lebih tertarik bermain di Liga Spanyol bersama Barcelona. ""Saya sering mengatakan bahwa saya gembira dengan tim saya,"" sahut Hansi Flick dilansir dari AS. ""Kami toh cuma memiliki dua pemain yang absen; Marc Bernal dan Inigo [Martinez-red]. Juga [Marc-Andre] Ter Stegen. Yang penting itu mereka semua bisa bermain lagi. Sudah pasti ini adalah pekerjaan Deco [direktur Barca-red], tapi saya senang kok dengan tim yang saya miliki,"" Flick menambahkan. Marcus Rashford masih terikat kontrak dengan Manchester United sampai 2028. Barcelona disebut-sebut sudah menggelar pembicaraan yang positif dengan agen pesepakbola berusia 27 tahun itu. Kendati demikian, sehubungan dengan situasi finansialnya Barcelona mesti melego Ansu Fati dulu sebelum bisa mendaratkan Rashford di Catalonia.",Detik.com,Sepakbola,Liga Spanyol
